#,Company,Location_HQ,Country,Continent,Laid_Off,Date_layoffs,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Money_Raised_in_$_mil,Year,lat,lng
1517,CoinJar,Melbourne,Australia,Australia,10,2022-11-29 00:00:00 UTC,20,50,40,Crypto,Unknown,$1,2022,-37.814,144.96332
1525,Infarm,Berlin,Germany,Europe,500,2022-11-28 00:00:00 UTC,50,1000,500,Other,Series D,$604,2022,52.52437,13.41053
1526,Wildlife Studios,Sao Paulo,Brazil,South America,300,2022-11-28 00:00:00 UTC,20,1500,1200,Consumer,Unknown,$260,2022,-23.5475,-46.63611
1528,ApplyBoard,Waterloo,Canada,North America,90,2022-11-28 00:00:00 UTC,6,1500,1410,Education,Series D,$483,2022,43.4668,-80.51639
1529,Ajaib,Jakarta,Indonesia,Asia,67,2022-11-28 00:00:00 UTC,8,838,771,Finance,Unknown,$245,2022,-6.21462,106.84513
1530,Candy Digital,New York City,USA,North America,33,2022-11-28 00:00:00 UTC,33,100,67,Crypto,Series A,$100,2022,40.71427,-74.00597
1531,ResearchGate,Berlin,Germany,Europe,25,2022-11-28 00:00:00 UTC,10,250,225,Other,Series D,$87,2022,52.52437,13.41053
1540,VerSe Innovation,Bengaluru,India,Asia,150,2022-11-25 00:00:00 UTC,5,3000,2850,Media,Series J,$1700,2022,12.97194,77.59369
1541,Carwow,London,United Kingdom,Europe,70,2022-11-25 00:00:00 UTC,20,350,280,Transportation,Unknown,$157,2022,51.50853,-0.12574
1542,Vendease,Lagos,Nigeria,Africa,27,2022-11-25 00:00:00 UTC,9,300,273,Food,Series A,$43,2022,6.45407,3.39467
1543,Lemon,Buenos Aires,Argentina,South America,100,2022-11-24 00:00:00 UTC,38,263,163,Crypto,Series A,$17,2022,-34.61315,-58.37723
1544,Quidax,Lagos,Nigeria,Africa,20,2022-11-24 00:00:00 UTC,20,100,80,Crypto,Unknown,$3,2022,6.45407,3.39467
1552,SIRCLO,Jakarta,Indonesia,Asia,160,2022-11-22 00:00:00 UTC,8,2000,1840,Retail,Series B,$92,2022,-6.21462,106.84513
1554,Trax,Singapore,Singapore,Asia,80,2022-11-22 00:00:00 UTC,8,1000,920,Retail,Series E,$1000,2022,1.28967,103.85007
1559,Jumia,Lagos,Nigeria,Africa,900,2022-11-21 00:00:00 UTC,20,4500,3600,Retail,Post-IPO,1200,2022,6.45407,3.39467
1560,Kitopi,Dubai,United Arabian Emirates,Asia,93,2022-11-21 00:00:00 UTC,10,930,837,Food,Series C,$804,2022,25.07725,55.30927
1563,Zomato,Gurugram,India,Asia,100,2022-11-19 00:00:00 UTC,4,2500,2400,Food,Series J,$914,2022,28.4601,77.02635
1564,Carvana,Phoenix,USA,North America,1500,2022-11-18 00:00:00 UTC,8,18750,17250,Transportation,Post-IPO,$1600,2022,33.44838,-112.07404
1565,Nuro,San Francisco Bay Area,USA,North America,300,2022-11-18 00:00:00 UTC,20,1500,1200,Transportation,Series D,$2100,2022,37.38605,-122.08385
1566,Synthego,San Francisco Bay Area,USA,North America,105,2022-11-18 00:00:00 UTC,20,525,420,Healthcare,Series E,$459,2022,37.48522,-122.23635
1574,Roku,San Francisco Bay Area,USA,North America,200,2022-11-17 00:00:00 UTC,7,2857,2657,Media,Post-IPO,$208,2022,37.33939,-121.89496
1577,Juni,Gothenburg,Sweden,Europe,72,2022-11-17 00:00:00 UTC,33,218,146,Finance,Unknown,$281,2022,57.70716,11.96679
1579,Capitolis,New York City,USA,North America,37,2022-11-17 00:00:00 UTC,25,148,111,Finance,Series D,$281,2022,40.71427,-74.00597
1580,TealBook,Toronto,Canada,North America,34,2022-11-17 00:00:00 UTC,19,179,145,Other,Series B,$73,2022,43.70643,-79.39864
1581,Koho,Toronto,Canada,North America,15,2022-11-17 00:00:00 UTC,4,375,360,Finance,Series D,$278,2022,43.70643,-79.39864
1582,&Open,Dublin,Ireland,Europe,9,2022-11-17 00:00:00 UTC,9,100,91,Marketing,Series A,$35,2022,53.33306,-6.24889
1586,Amazon,Seattle,USA,North America,10000,2022-11-16 00:00:00 UTC,3,333333,323333,Retail,Post-IPO,$108,2022,47.60621,-122.33207
1587,Cisco,San Francisco Bay Area,USA,North America,4100,2022-11-16 00:00:00 UTC,5,82000,77900,Infrastructure,Post-IPO,$2,2022,37.33939,-121.89496
1588,Twiga,Nairobi,Kenya,Africa,211,2022-11-16 00:00:00 UTC,21,1005,794,Food,Series C,$157,2022,-1.28333,36.81667
1589,Wayflyer,Dublin,Ireland,Europe,200,2022-11-16 00:00:00 UTC,40,500,300,Marketing,Unknown,$889,2022,53.33306,-6.24889
1590,Similarweb,New York City,USA,North America,120,2022-11-16 00:00:00 UTC,10,1200,1080,Other,Post-IPO,$235,2022,40.71427,-74.00597
1591,Salsify,Boston,USA,North America,90,2022-11-16 00:00:00 UTC,11,818,728,Retail,Series F,$452,2022,42.35843,-71.05977
1592,Lokalise,Dover,USA,North America,76,2022-11-16 00:00:00 UTC,23,330,254,Other,Series B,$56,2022,39.15817,-75.52437
1593,Yotpo,New York City,USA,North America,70,2022-11-16 00:00:00 UTC,9,778,708,Marketing,Unknown,$436,2022,40.71427,-74.00597
1594,Pear Therapeutics,Boston,USA,North America,59,2022-11-16 00:00:00 UTC,22,268,209,Healthcare,Post-IPO,$409,2022,42.35843,-71.05977
1601,UiPath,New York City,USA,North America,241,2022-11-15 00:00:00 UTC,6,4017,3776,Data,Post-IPO,2000,2022,40.71427,-74.00597
1602,Asana,San Francisco Bay Area,USA,North America,180,2022-11-15 00:00:00 UTC,9,2000,1820,Other,Post-IPO,$453,2022,37.77493,-122.41942
1603,OwnBackup,New York City,USA,North America,170,2022-11-15 00:00:00 UTC,17,1000,830,Security,Series E,$507,2022,40.71427,-74.00597
1604,Deliveroo Australia,Melbourne,Australia,Australia,120,2022-11-15 00:00:00 UTC,100,120,0,Food,Post-IPO,1700,2022,-37.814,144.96332
1608,Jimdo,Hamburg,Germany,Europe,50,2022-11-15 00:00:00 UTC,16,313,263,Other,Unknown,$28,2022,53.55073,9.99302
1611,CaptivateIQ,San Francisco Bay Area,USA,North America,31,2022-11-15 00:00:00 UTC,10,310,279,Sales,Series C,$164,2022,37.77493,-122.41942
1621,Illumina,San Diego,USA,North America,500,2022-11-14 00:00:00 UTC,5,10000,9500,Healthcare,Post-IPO,$28,2022,32.71571,-117.16472
1623,iFit,Logan,USA,North America,300,2022-11-14 00:00:00 UTC,20,1500,1200,Fitness,Private Equity …,$200,2022,41.73549,-111.83439
1624,Ribbon,New York City,USA,North America,170,2022-11-14 00:00:00 UTC,85,200,30,Real Estate,Series C,$405,2022,40.71427,-74.00597
1625,Pipedrive,Tallinn,Estonia,Europe,143,2022-11-14 00:00:00 UTC,15,953,810,Sales,Private Equity …,$90,2022,59.43696,24.75353
1626,Intercom,San Francisco Bay Area,USA,North America,124,2022-11-14 00:00:00 UTC,13,954,830,Support,Series D,$240,2022,37.77493,-122.41942
1628,Pear Therapeutics,Boston,USA,North America,59,2022-11-14 00:00:00 UTC,22,268,209,Healthcare,Post-IPO,$409,2022,42.35843,-71.05977
1630,Cloudinary,San Francisco Bay Area,USA,North America,40,2022-11-14 00:00:00 UTC,8,500,460,Media,Unknown,$100,2022,37.35411,-121.95524
1635,Veev,San Francisco Bay Area,USA,North America,100,2022-11-11 00:00:00 UTC,30,333,233,Real Estate,Series D,$597,2022,37.66882,-122.0808
1636,Forto,Berlin,Germany,Europe,60,2022-11-11 00:00:00 UTC,8,750,690,Logistics,Series D,$593,2022,52.52437,13.41053
1640,GoTo Group,Jakarta,Indonesia,Asia,1300,2022-11-10 00:00:00 UTC,12,10833,9533,Transportation,Post-IPO,$1300,2022,-6.21462,106.84513
1641,Juul,San Francisco Bay Area,USA,North America,400,2022-11-10 00:00:00 UTC,30,1333,933,Consumer,Unknown,$1500,2022,37.77493,-122.41942
1642,Blend,San Francisco Bay Area,USA,North America,100,2022-11-10 00:00:00 UTC,6,1667,1567,Finance,Post-IPO,$665,2022,37.77493,-122.41942
1643,InfluxData,San Francisco Bay Area,USA,North America,65,2022-11-10 00:00:00 UTC,27,241,176,Data,Series D,$119,2022,37.77493,-122.41942
1645,SoundHound,San Francisco Bay Area,USA,North America,45,2022-11-10 00:00:00 UTC,10,450,405,Other,Post-IPO,$326,2022,37.35411,-121.95524
1647,Ocavu,Lehi,USA,North America,20,2022-11-10 00:00:00 UTC,48,42,22,Crypto,Series A,$11,2022,26.62535,-81.6248
1654,Meta,San Francisco Bay Area,USA,North America,11000,2022-11-09 00:00:00 UTC,13,84615,73615,Consumer,Post-IPO,$26000,2022,37.45383,-122.18219
1655,Redfin,Seattle,USA,North America,862,2022-11-09 00:00:00 UTC,13,6631,5769,Real Estate,Post-IPO,$320,2022,47.60621,-122.33207
1656,Flyhomes,Seattle,USA,North America,300,2022-11-09 00:00:00 UTC,40,750,450,Real Estate,Series C,$310,2022,47.60621,-122.33207
1657,AvantStay,Los Angeles,USA,North America,144,2022-11-09 00:00:00 UTC,22,655,511,Travel,Private Equity …,$686,2022,34.05223,-118.24368
1658,Root Insurance,Columbus,USA,North America,137,2022-11-09 00:00:00 UTC,20,685,548,Finance,Post-IPO,$527,2022,39.96118,-82.99879
1659,Liftoff,San Francisco Bay Area,USA,North America,130,2022-11-09 00:00:00 UTC,15,867,737,Marketing,Acquired,$6,2022,37.48522,-122.23635
1661,Plum,Bengaluru,India,Asia,36,2022-11-09 00:00:00 UTC,10,360,324,Healthcare,Series A,$20,2022,12.97194,77.59369
1662,Kabam,San Francisco Bay Area,USA,North America,35,2022-11-09 00:00:00 UTC,7,500,465,Consumer,Acquired,$244,2022,37.77493,-122.41942
1664,Namogoo,Tel Aviv,Israel,Asia,25,2022-11-09 00:00:00 UTC,15,167,142,Marketing,Series C,$69,2022,32.08088,34.78057
1672,Repertoire Immu…,Boston,USA,North America,65,2022-11-08 00:00:00 UTC,50,130,65,Healthcare,Series B,$257,2022,42.35843,-71.05977
1677,SaleSan Franciscoorce,San Francisco Bay Area,USA,North America,1000,2022-11-07 00:00:00 UTC,1,100000,99000,Sales,Post-IPO,$65,2022,37.77493,-122.41942
1678,Unacademy,Bengaluru,India,Asia,350,2022-11-07 00:00:00 UTC,10,3500,3150,Education,Series H,$838,2022,12.97194,77.59369
1679,Zendesk,San Francisco Bay Area,USA,North America,350,2022-11-07 00:00:00 UTC,5,7000,6650,Support,Acquired,$85,2022,37.77493,-122.41942
1680,Dock,Sao Paulo,Brazil,South America,190,2022-11-07 00:00:00 UTC,12,1583,1393,Finance,Private Equity …,$280,2022,-23.5475,-46.63611
1683,Varonis,New York City,USA,North America,110,2022-11-06 00:00:00 UTC,5,2200,2090,Security,Post-IPO,$30,2022,40.71427,-74.00597
1686,Twitter,San Francisco Bay Area,USA,North America,3700,2022-11-04 00:00:00 UTC,50,7400,3700,Consumer,Post-IPO,$12900,2022,37.77493,-122.41942
1688,Planetly,Berlin,Germany,Europe,200,2022-11-04 00:00:00 UTC,100,200,0,Other,Acquired,$5,2022,52.52437,13.41053
1689,KoinWorks,Jakarta,Indonesia,Asia,70,2022-11-04 00:00:00 UTC,8,875,805,Finance,Unknown,$180,2022,-6.21462,106.84513
1690,Exodus,Nebraska City,USA,North America,59,2022-11-04 00:00:00 UTC,22,268,209,Crypto,Unknown,$60,2022,40.67667,-95.85917
1693,Stripe,San Francisco Bay Area,USA,North America,1000,2022-11-03 00:00:00 UTC,14,7143,6143,Finance,Series H,$2300,2022,37.77493,-122.41942
1694,Lyft,San Francisco Bay Area,USA,North America,700,2022-11-03 00:00:00 UTC,13,5385,4685,Transportation,Post-IPO,$4900,2022,37.77493,-122.41942
1696,Pleo,Copenhagen,Denmark,Europe,150,2022-11-03 00:00:00 UTC,15,1000,850,Finance,Series C,$428,2022,55.67594,12.56553
1697,Delivery Hero,Berlin,Germany,Europe,100,2022-11-03 00:00:00 UTC,2.5,4000,3900,Food,Post-IPO,$8300,2022,52.52437,13.41053
1698,Shippo,San Francisco Bay Area,USA,North America,60,2022-11-03 00:00:00 UTC,20,300,240,Logistics,Series E,$154,2022,37.77493,-122.41942
1706,Opendoor,San Francisco Bay Area,USA,North America,550,2022-11-02 00:00:00 UTC,18,3056,2506,Real Estate,Post-IPO,1900,2022,37.77493,-122.41942
1707,Chime,San Francisco Bay Area,USA,North America,156,2022-11-02 00:00:00 UTC,12,1300,1144,Finance,Series G,$2300,2022,37.77493,-122.41942
1708,Chargebee,San Francisco Bay Area,USA,North America,142,2022-11-02 00:00:00 UTC,10,1420,1278,Finance,Series H,$468,2022,37.77493,-122.41942
1709,Dapper Labs,Vancouver,Canada,North America,134,2022-11-02 00:00:00 UTC,22,609,475,Crypto,Series D,$607,2022,49.24966,-123.11934
1710,Checkmarx,Tel Aviv,Israel,Asia,100,2022-11-02 00:00:00 UTC,10,1000,900,Security,Series C,$92,2022,32.08088,34.78057
1711,Smava,Berlin,Germany,Europe,100,2022-11-02 00:00:00 UTC,15,667,567,Finance,Unknown,$188,2022,52.52437,13.41053
1712,Iron Ox,San Francisco Bay Area,USA,North America,50,2022-11-02 00:00:00 UTC,50,100,50,Food,Series C,$103,2022,37.77493,-122.41942
1719,Upstart,San Francisco Bay Area,USA,North America,140,2022-11-01 00:00:00 UTC,7,2000,1860,Finance,Post-IPO,$144,2022,37.56299,-122.32553
1720,Gem,San Francisco Bay Area,USA,North America,100,2022-11-01 00:00:00 UTC,33,303,203,Recruiting,Series C,$148,2022,37.77493,-122.41942
1721,Oda,Oslo,Sweden,Europe,70,2022-11-01 00:00:00 UTC,18,389,319,Food,Unknown,$377,2022,59.91273,10.74609
1722,Oda,Oslo,Norway,Europe,70,2022-11-01 00:00:00 UTC,18,389,319,Food,Unknown,$477,2022,59.91273,10.74609
1723,Oda,Oslo,Norway,Europe,70,2022-11-01 00:00:00 UTC,6,1167,1097,Food,Unknown,$479,2022,59.91273,10.74609
1724,Hootsuite,Vancouver,Canada,North America,50,2022-11-01 00:00:00 UTC,5,1000,950,Marketing,Series C,$300,2022,49.24966,-123.11934
1729,Kry,Stockholm,Sweden,Europe,300,2022-10-31 00:00:00 UTC,10,3000,2700,Healthcare,Series D,$568,2022,59.32938,18.06871
1731,EquityZen,New York City,USA,North America,30,2022-10-31 00:00:00 UTC,27,111,81,Finance,Series B,$11,2022,40.71427,-74.00597
1732,Equitybee,San Francisco Bay Area,USA,North America,25,2022-10-31 00:00:00 UTC,20,125,100,Finance,Series B,$85,2022,37.44188,-122.14302
1735,Amazon,Seattle,USA,North America,150,2022-10-28 00:00:00 UTC,0.0449797591084012,333483,333333,Retail,Post-IPO,$108,2022,47.60621,-122.33207
1736,Fifth Season,Pittsburgh,USA,North America,100,2022-10-28 00:00:00 UTC,100,100,0,Food,Series B,$35,2022,40.44062,-79.99589
1739,RenoRun,Montreal,Canada,North America,210,2022-10-27 00:00:00 UTC,43,488,278,Construction,Series B,$163,2022,45.50884,-73.58781
1740,Recharge,Los Angeles,USA,North America,84,2022-10-27 00:00:00 UTC,17,494,410,Finance,Series B,$277,2022,34.05223,-118.24368
1745,MindBody,San Luis Obispo,USA,North America,400,2022-10-26 00:00:00 UTC,15,2667,2267,Fitness,Post-IPO,$114,2022,35.28275,-120.65962
1746,Zillow,Seattle,USA,North America,300,2022-10-26 00:00:00 UTC,5,6000,5700,Real Estate,Post-IPO,$97,2022,47.60621,-122.33207
1747,Cybereason,Boston,USA,North America,200,2022-10-26 00:00:00 UTC,17,1176,976,Security,Series F,$750,2022,42.35843,-71.05977
1748,Argo AI,Pittsburgh,USA,North America,173,2022-10-26 00:00:00 UTC,6.07017543859649,2850,2677,Transportation,Unknown,$3600,2022,40.44062,-79.99589
1751,Fundbox,San Francisco Bay Area,USA,North America,150,2022-10-25 00:00:00 UTC,42,357,207,Finance,Series D,$553,2022,37.77493,-122.41942
1752,Embroker,San Francisco Bay Area,USA,North America,30,2022-10-25 00:00:00 UTC,12,250,220,Finance,Series C,$142,2022,37.77493,-122.41942
1753,Vee,Tel Aviv,Israel,Asia,17,2022-10-25 00:00:00 UTC,50,34,17,HR,Seed,$15,2022,32.08088,34.78057
1757,Cerebral,Walnut,USA,North America,400,2022-10-24 00:00:00 UTC,20,2000,1600,Healthcare,Series C,$462,2022,34.02029,-117.86534
1758,Snyk,Boston,USA,North America,198,2022-10-24 00:00:00 UTC,14,1414,1216,Security,Series F,$849,2022,42.35843,-71.05977
1760,Unico,Sao Paulo,Brazil,South America,50,2022-10-24 00:00:00 UTC,4,1250,1200,Other,Series D,$336,2022,-23.5475,-46.63611
1761,OrCam,Jerusalem,Israel,Asia,62,2022-10-23 00:00:00 UTC,16,388,326,Healthcare,Unknown,$86,2022,31.76904,35.21633
1762,Antidote Health,Tel Aviv,Israel,Asia,23,2022-10-23 00:00:00 UTC,38,61,38,Healthcare,Unknown,$36,2022,32.08088,34.78057
1763,Khoros,Austin,USA,North America,120,2022-10-21 00:00:00 UTC,10,1200,1080,Sales,Private Equity …,$138,2022,30.26715,-97.74306
1765,Elinvar,Berlin,Germany,Europe,43,2022-10-21 00:00:00 UTC,33,130,87,Finance,Unknown,$30,2022,52.52437,13.41053
1766,Synapsica,New Delhi,India,Asia,30,2022-10-21 00:00:00 UTC,30,100,70,Healthcare,Series A,$4,2022,28.65195,77.23149
1768,Hotmart,Belo Horizonte,Brazil,South America,227,2022-10-20 00:00:00 UTC,12,1892,1665,Marketing,Series C,$127,2022,-19.92083,-43.93778
1769,Zeus Living,San Francisco Bay Area,USA,North America,64,2022-10-20 00:00:00 UTC,46,139,75,Real Estate,Series C,$151,2022,37.77493,-122.41942
1770,Loom,San Francisco Bay Area,USA,North America,23,2022-10-20 00:00:00 UTC,11,209,186,Product,Series C,$203,2022,37.77493,-122.41942
1775,Gopuff,Philadelphia,USA,North America,250,2022-10-19 00:00:00 UTC,1.85185185185185,13500,13250,Food,Series H,$3400,2022,39.95238,-75.16362
1776,AtoB,San Francisco Bay Area,USA,North America,32,2022-10-19 00:00:00 UTC,30,107,75,Finance,Series B,$177,2022,37.77493,-122.41942
1777,InfoSum,London,United Kingdom,Europe,20,2022-10-19 00:00:00 UTC,12,167,147,Security,Series B,$88,2022,51.50853,-0.12574
1781,Faire,San Francisco Bay Area,USA,North America,84,2022-10-18 00:00:00 UTC,7,1200,1116,Retail,Series G,$1700,2022,37.77493,-122.41942
1782,Leafly,Seattle,USA,North America,56,2022-10-18 00:00:00 UTC,21,267,211,Retail,Post-IPO,$71,2022,47.60621,-122.33207
1787,Flipboard,San Francisco Bay Area,USA,North America,24,2022-10-16 00:00:00 UTC,21,114,90,Media,Unknown,$235,2022,37.44188,-122.14302
1790,Beyond Meat,Los Angeles,USA,North America,200,2022-10-14 00:00:00 UTC,19,1053,853,Food,Post-IPO,$122,2022,34.05223,-118.24368
1791,Beyond Meat,Los Angeles,USA,North America,200,2022-10-14 00:00:00 UTC,19,1053,853,Food,Post-IPO,$122,2022,34.05223,-118.24368
1795,Playdots,New York City,USA,North America,65,2022-10-13 00:00:00 UTC,100,65,0,Consumer,Acquired,$10,2022,40.71427,-74.00597
1797,Byju's,Bengaluru,India,Asia,2500,2022-10-12 00:00:00 UTC,5,50000,47500,Education,Private Equity …,5500,2022,12.97194,77.59369
1798,6sense,San Francisco Bay Area,USA,North America,150,2022-10-12 00:00:00 UTC,10,1500,1350,Sales,Series E,$426,2022,37.77493,-122.41942
1800,FrontRow,Bengaluru,India,Asia,130,2022-10-12 00:00:00 UTC,75,173,43,Education,Series A,$17,2022,12.97194,77.59369
1801,Noom,New York City,USA,North America,500,2022-10-11 00:00:00 UTC,10,5000,4500,Healthcare,Series F,$657,2022,40.71427,-74.00597
1803,Brex,San Francisco Bay Area,USA,North America,136,2022-10-11 00:00:00 UTC,11,1236,1100,Finance,Series D,$1500,2022,37.77493,-122.41942
1804,Pacaso,San Francisco Bay Area,USA,North America,100,2022-10-11 00:00:00 UTC,30,333,233,Real Estate,Series C,$217,2022,37.77493,-122.41942
1806,Udacity,San Francisco Bay Area,USA,North America,55,2022-10-11 00:00:00 UTC,13,423,368,Education,Unknown,$235,2022,37.38605,-122.08385
1807,Linkfire,Copenhagen,Denmark,Europe,35,2022-10-11 00:00:00 UTC,35,100,65,Marketing,Seed,$2,2022,55.67594,12.56553
1812,Momentive,San Francisco Bay Area,USA,North America,180,2022-10-10 00:00:00 UTC,11,1636,1456,Marketing,Post-IPO,$1100,2022,37.56299,-122.32553
1813,Pavilion Data,San Francisco Bay Area,USA,North America,96,2022-10-10 00:00:00 UTC,96,100,4,Infrastructure,Series D,$103,2022,37.33939,-121.89496
1814,Redesign Health,New York City,USA,North America,67,2022-10-10 00:00:00 UTC,20,335,268,Healthcare,Series C,$315,2022,40.71427,-74.00597
1817,BioMarin,San Francisco Bay Area,USA,North America,120,2022-10-07 00:00:00 UTC,4,3000,2880,Healthcare,Post-IPO,$585,2022,37.97353,-122.53109
1819,Crypto.com,Singapore,Singapore,Asia,2000,2022-10-06 00:00:00 UTC,30,6667,4667,Crypto,Unknown,$156,2022,1.28967,103.85007
1820,Peloton,New York City,USA,North America,500,2022-10-06 00:00:00 UTC,12,4167,3667,Fitness,Post-IPO,$1900,2022,40.71427,-74.00597
1823,Impossible Foods,San Francisco Bay Area,USA,North America,50,2022-10-06 00:00:00 UTC,6,833,783,Food,Series H,$1900,2022,37.48522,-122.23635
1828,Built In,Chicago,USA,North America,50,2022-10-05 00:00:00 UTC,25,200,150,Recruiting,Series C,$29,2022,41.85003,-87.65005
1830,8x8,San Francisco Bay Area,USA,North America,200,2022-10-04 00:00:00 UTC,9,2222,2022,Support,Post-IPO,$253,2022,37.28717,-121.9499
1831,Zoomo,Sydney,Australia,Australia,65,2022-10-04 00:00:00 UTC,16,406,341,Transportation,Series B,$105,2022,-33.86785,151.20732
1832,Homie,Salt Lake City,USA,North America,40,2022-10-04 00:00:00 UTC,13,308,268,Real Estate,Series B,$35,2022,40.76078,-111.89105
1838,Spin,San Francisco Bay Area,USA,North America,78,2022-09-30 00:00:00 UTC,10,780,702,Transportation,Acquired,$8,2022,37.77493,-122.41942
1843,Mux,San Francisco Bay Area,USA,North America,40,2022-09-29 00:00:00 UTC,20,200,160,Infrastructure,Series D,$173,2022,37.77493,-122.41942
1846,DocuSign,San Francisco Bay Area,USA,North America,671,2022-09-28 00:00:00 UTC,9,7456,6785,Sales,Post-IPO,$536,2022,37.77493,-122.41942
1849,Divvy Homes,San Francisco Bay Area,USA,North America,40,2022-09-27 00:00:00 UTC,12,333,293,Real Estate,Series B,$180,2022,37.77493,-122.41942
1853,Moss,Berlin,Germany,Europe,70,2022-09-23 00:00:00 UTC,15,467,397,Finance,Series B,$150,2022,52.52437,13.41053
1854,Foxtrot,Chicago,USA,North America,26,2022-09-23 00:00:00 UTC,4,650,624,Food,Series C,$166,2022,41.85003,-87.65005
1855,Truiloo,Vancouver,Canada,North America,24,2022-09-23 00:00:00 UTC,5,480,456,Security,Series D,$474,2022,49.24966,-123.11934
1857,NYDIG,New York City,USA,North America,110,2022-09-22 00:00:00 UTC,33,333,223,Crypto,Private Equity …,$1400,2022,40.71427,-74.00597
1860,Kitty Hawk,San Francisco Bay Area,USA,North America,100,2022-09-21 00:00:00 UTC,100,100,0,Aerospace,Unknown,$1,2022,37.44188,-122.14302
1862,Compass,New York City,USA,North America,271,2022-09-20 00:00:00 UTC,6.69135802469136,4050,3779,Real Estate,Post-IPO,$1600,2022,40.71427,-74.00597
1864,Ada,Toronto,Canada,North America,78,2022-09-20 00:00:00 UTC,16,488,410,Support,Series C,$190,2022,43.70643,-79.39864
1865,99,Sao Paulo,Brazil,South America,75,2022-09-20 00:00:00 UTC,2,3750,3675,Transportation,Acquired,$244,2022,-23.5475,-46.63611
1869,Vesalius Therapeutics,Boston,USA,North America,29,2022-09-19 00:00:00 UTC,43,67,38,Healthcare,Series B,$75,2022,42.35843,-71.05977
